2,1.0,856698.53,184556154.79135928
6,856699.53,12615095.209999999,1904455364.8896646
2,12615096.209999999,15210341.389999999,184556154.79135928
3,15210342.389999999,28372292.6,1303702591.4762304
4,28372293.6,43605430.010000005,1925740734.2236693
5,43605431.010000005,475963491.38,3926096625.0524096
1,475963492.38,656027934.7099999,4447384202.25661
5,656027935.7099999,736881237.0,3926096625.0524096
1,736881238.0,2661933383.9300003,4447384202.25661
0,2661933384.9300003,2694339383.7300005,3888504968.7021422
4,2694339384.7300005,2718898307.3600006,1925740734.2236693
2,2718898308.3600006,2721558048.6400003,184556154.79135928
