1,1,10386939,795908602.0774169
2,10386940,12981073,1068843468.8896724
3,12981074,28067586,1594066232.3222227
4,28067587,39914398,1844177553.792376
5,39914399,45833842,1536329689.707638
6,45833843,49967372,1359314768.079007
7,49967373,78647305,1201365511.182208
8,78647306,86778631,1545526287.116787
9,86778632,96944344,1970300066.667468
10,96944345,100983096,2462240460.104676
11,100983097,109117677,2921302820.984867
12,109117678,122228075,3702555710.5645833
13,122228076,214598420,4279619771.5484095
14,214598421,239461045,4136631729.719203
15,239461046,254965131,3972731574.402624
16,254965132,356954712,3635676048.327532
17,356954713,390783959,3526771081.3492584
18,390783960,445403717,3386743775.595577
19,445403718,510147250,3148403755.624674
20,510147251,589543466,3008124197.168716
21,589543467,628616885,2831917520.502664
22,628616886,741595517,2700436751.516884
23,741595518,800477271,2578640906.860109
24,800477272,874598186,2428140204.5986795
25,874598187,987868047,2280069487.6914086
26,987868048,1086835588,2184823474.9576416
27,1086835589,1192703513,2069514510.847909
28,1192703514,1264207894,1991117826.102592
29,1264207895,1362113932,1931287515.9197228
30,1362113933,1431014147,1878895661.1187923
31,1431014148,1557054640,1827138884.11873
32,1557054641,1649870408,1762449213.6398735
33,1649870409,1793524945,1684459075.2979066
34,1793524946,1937661663,1612826227.4152844
35,1937661664,2037567355,1580681948.289364
36,2037567356,2238343135,1515150796.7268114
37,2238343136,2471803147,1451878766.1623948
38,2471803148,2849034766,1404548556.2217178
39,2849034767,3267793236,1368601524.1862056
40,3267793237,3809082917,1329343301.5136046
41,3809082918,3810506720,1104591030.9110086
42,3810506721,3813586293,814562106.6698966
43,3813586294,3840987903,637750727.3809807
44,3840987904,3869277192,551477327.0105829
45,3869277193,3869459400,342162344.3962963
46,3869459401,3869686883,107609010.59221835
47,3869686884,3876337211,44929882.66889809
48,3876337212,3878761798,155009759.64084396
49,3878761799,3891416280,322732367.08909
50,3891416281,3891678513,132819806.25082389
51,3891678514,3895644866,44039063.93956175
52,3895644867,3897930135,162659044.90952066
53,3897930136,3903021391,318146489.10256886
54,3903021392,3903240247,140678384.15370917
55,3903240248,3905869312,43395370.396151416
56,3905869313,3908146261,152759777.46262175
57,3908146262,3915636767,318886515.2714848
58,3915636768,3915888884,89184685.44509013
59,3915888885,3919274226,43046276.60943406
60,3919274227,3921810650,172109395.2439635
61,3921810651,3929011748,368994974.8143324
62,3929011749,3929249609,190131461.58473247
63,3929249610,3933012227,44303122.99076747
64,3933012228,3934911532,168843714.95880952
65,3934911533,3937503372,46529858.25979863
66,3937503373,3943479405,241423653.9657483
67,3943479406,3946871205,48217429.81152268
68,3946871206,3949890538,181797233.1567236
69,3949890539,3953011298,425060564.9015221
70,3953011299,3957520039,673762771.8048711
71,3957520040,3968798974,945664220.753926
