1,1,25329681,2074782962.867087
2,25329682,30981525,2646522394.945051
3,30981526,35779613,3124399406.959305
4,35779614,45999211,3686490732.807358
5,45999212,86555888,5036762936.156797
6,86555889,92475116,5819220801.420677
7,92475117,100832012,5964869803.424541
8,100832013,132712212,6461574647.774917
9,132712213,432019140,7031921439.6302
10,432019141,492305460,7323292389.807833
11,492305461,1675856528,5972526116.567066
12,1675856529,1677689977,6650626287.946552
13,1677689978,1680270132,5917076965.498427
14,1680270133,1684678817,4874612785.186471
15,1684678818,1687097301,4203074297.595329
16,1687097302,1689863636,3465455165.9263363
