1,1,7895517,549246482.3941147
2,7895518,10127693,792722285.6652844
3,10127694,13296342,1053606323.8053426
4,13296343,18196844,1427899870.9922233
5,18196845,32577064,1830242502.157068
6,32577065,34718894,1478451936.2067423
7,34718895,38026801,1290895007.0530164
8,38026802,39915670,1046311498.6409476
9,39915671,40540675,766082255.5673133
10,40540676,41541389,1109499963.5472383
11,41541390,42961284,780540028.0903026
12,42961285,81614544,597001997.5192082
13,81614545,85899786,916237054.91675
14,85899787,90266371,1401108492.3187883
15,90266372,102216168,1807368757.9591527
16,102216169,110637071,2492423571.7055173
17,110637072,118110366,3226957839.396371
18,118110367,121108498,3553804032.4125905
19,121108499,129007592,3648610611.017742
20,129007593,132333187,3274474104.3668222
21,132333188,137910111,2952919577.3032165
22,137910112,155454127,2539424494.488999
23,155454128,172434500,2207315606.9083314
24,172434501,199993669,2032858234.0399592
25,199993670,226684038,1916006763.1459756
26,226684039,252524260,1754683824.507935
27,252524261,368199727,1624340111.164924
28,368199728,427898322,1540904827.1921563
29,427898323,477351143,1475840176.9417288
30,477351144,519199896,1419128505.3615625
31,519199897,567224645,1369282195.669719
32,567224646,608856229,1317265058.619153
33,608856230,652718231,1261724366.977127
34,652718232,732661329,1229586247.9310744
35,732661330,799773505,1170604056.4769535
36,799773506,883609277,1114753236.3902807
37,883609278,1017744381,1043444879.3373888
38,1017744382,1115921724,986683850.1581144
39,1115921725,1199995165,958121901.1407044
40,1199995166,1297416304,909201429.6825628
41,1297416305,1403613085,873614050.8289396
42,1403613086,1557818221,834615736.0532529
43,1557818222,1699967776,783478425.4300461
44,1699967777,1842905361,740153926.3136796
45,1842905362,2014512097,695886419.1806211
46,2014512098,2240368246,658346790.9261305
47,2240368247,2502000202,627484733.6968589
48,2502000203,3090098142,601840601.048782
49,3090098143,3502147719,575305442.2378657
50,3502147720,3508984132,575165204.1389856
51,3508984133,3814785677,565612750.3471167
52,3814785678,3816270438,434448054.3418168
53,3816270439,3848531219,310718822.2292962
54,3848531220,3875696808,148050863.51899
55,3875696809,3875850513,27463640.646524668
56,3875850514,3883080864,22836096.165773746
57,3883080865,3898243823,48303473.5033223
58,3898243824,3902340468,22360068.92901563
59,3902340469,3910075405,46690702.29182968
60,3910075406,3912870268,21910076.68950356
61,3912870269,3922847216,73698460.52887534
62,3922847217,3926437044,21838837.01549341
63,3926437045,3936550308,52116271.18980796
64,3936550309,3940181681,22429591.84684505
65,3940181682,3942396995,25570743.239157785
66,3942396996,3944182294,23550621.676551465
67,3944182295,3951056696,57662837.12136876
68,3951056697,3954415944,24356992.737502374
69,3954415945,3958700114,123415213.62167647
70,3958700115,3961667626,298375592.84376234
71,3961667627,3976848965,405104001.1398428
