1,1,24507332,2078831820.6266131
2,24507333,29562922,2480892607.204708
3,29562923,33965654,2961568560.436464
4,33965655,38720257,3429140382.5265155
5,38720258,86845596,4983194900.408423
6,86845597,105147890,6101699745.670764
7,105147891,157478320,6796370400.115371
8,157478321,406288069,7171242688.825461
9,406288070,490301056,7310134819.066523
10,490301057,1675820470,7015512784.504158
11,1675820471,1677860459,6606167425.248439
12,1677860460,1680257313,5948624508.569978
13,1680257314,1683480133,5194012888.046475
14,1683480134,1685915212,4617892163.990225
15,1685915213,1688264107,3924529202.2934303
16,1688264108,1689929825,3350639698.413455
