1,1,25304392,2104355211.01515
2,25304393,30583844,2544272905.035821
3,30583845,35036977,3049547673.0435247
4,35036978,39445947,3518376277.7979727
5,39445948,62128611,5264306728.04064
6,62128612,80433648,5046662319.846753
7,80433649,92576125,5582431228.177819
8,92576126,102827950,5929701671.334036
9,102827951,158928913,6460934954.796698
10,158928914,529689611,6964210684.932235
11,529689612,1676178237,7013914612.970659
12,1676178238,1678862446,6221932315.793341
13,1678862447,1682432740,5399610953.279789
14,1682432741,1684900372,4809713276.207864
15,1684900373,1687625796,4052045694.3787975
16,1687625797,1689930084,3424314494.747389
