4632479, 4632479, 89281, 6303, 15
14218751, 18851230, 47809, 13584, 20
19188294, 38039524, 20032, 6071, 2
18888707, 56928231, 20324, 5260, 11
19448593, 76376824, 17817, 5402, 11
18770758, 95147582, 23882, 7565, 2
18850525, 113998107, 18566, 5231, 11
19353296, 133351403, 18177, 5378, 11
19068349, 152419752, 17846, 5435, 11
19527235, 171946987, 20825, 5933, 11
19496627, 191443614, 18927, 5451, 11
19500394, 210944008, 18532, 5328, 11
19380292, 230324300, 18877, 5389, 11
19293494, 249617794, 20562, 5538, 11
18273713, 267891507, 23586, 5184, 11
19127828, 287019335, 19014, 5392, 11
19156464, 306175799, 18822, 5258, 11
19491979, 325667778, 19367, 5382, 11
19653487, 345321265, 18875, 5448, 11
19455752, 364777017, 18502, 5417, 11
19616202, 384393219, 18687, 5421, 11
19468142, 403861361, 19266, 5411, 11
19614872, 423476233, 18365, 5556, 11
19602056, 443078289, 18368, 5554, 11
19501793, 462580082, 18489, 5420, 11
19487362, 482067444, 19238, 5515, 11
11337927, 493405371, 28293, 1429, 19
2917973, 496323344, 6773, 808, 5
6086, 496329430, 57, 6, 1
11790, 496341220, 35, 0, 1
5658, 496346878, 15, 1, 1
5658, 496352536, 11, 0, 1
15250, 496367786, 391, 88, 1
11786, 496379572, 41, 2, 1
5658, 496385230, 16, 0, 1
5658, 496390888, 15, 0, 1
11806, 496402694, 39, 1, 1
6144, 496408838, 22, 0, 1
5645, 496414483, 19, 0, 1
5658, 496420141, 10, 0, 1
11794, 496431935, 25, 1, 1
6138, 496438073, 14, 0, 1
5663, 496443736, 21, 2, 1
5658, 496449394, 12, 0, 1
11822, 496461216, 49, 0, 1
6126, 496467342, 21, 0, 1
7023, 496474365, 104, 38, 1
5652, 496480017, 27, 0, 1
11811, 496491828, 34, 0, 1
6138, 496497966, 19, 0, 1
5658, 496503624, 10, 1, 1
5658, 496509282, 11, 0, 1
12719, 496522001, 118, 50, 1
6125, 496528126, 24, 0, 1
5658, 496533784, 12, 0, 1
5658, 496539442, 11, 0, 1
11808, 496551250, 33, 2, 1
6108, 496557358, 26, 0, 1
5669, 496563027, 29, 0, 1
5634, 496568661, 20, 0, 1
11817, 496580478, 34, 0, 1
6131, 496586609, 25, 0, 1
5658, 496592267, 14, 0, 1
5656, 496597923, 25, 0, 1
11830, 496609753, 46, 2, 1
6138, 496615891, 13, 0, 1
5652, 496621543, 19, 0, 1
5658, 496627201, 11, 0, 1
11809, 496639010, 55, 1, 1
6129, 496645139, 27, 0, 1
5658, 496650797, 13, 2, 1
5658, 496656455, 11, 0, 1
11816, 496668271, 49, 6, 1
6139, 496674410, 23, 0, 1
6114, 496680524, 29, 2, 1
5652, 496686176, 25, 0, 1
11797, 496697973, 44, 8, 1
6129, 496704102, 26, 0, 1
6110, 496710212, 38, 5, 1
5657, 496715869, 30, 2, 1
11807, 496727676, 52, 0, 1
6135, 496733811, 31, 0, 1
5658, 496739469, 19, 4, 1
5672, 496745141, 36, 0, 1
11843, 496756984, 48, 6, 1
6138, 496763122, 18, 0, 1
5652, 496768774, 21, 1, 1
5658, 496774432, 12, 0, 1
11812, 496786244, 38, 1, 1
6153, 496792397, 34, 0, 1
5658, 496798055, 15, 2, 1
5658, 496803713, 11, 0, 1
11821, 496815534, 38, 0, 1
6138, 496821672, 18, 0, 1
5658, 496827330, 25, 9, 1
5658, 496832988, 13, 0, 1
11813, 496844801, 27, 1, 1
7496, 496852297, 62, 1, 1
5658, 496857955, 17, 4, 1
5640, 496863595, 17, 0, 1
11818, 496875413, 27, 0, 1
6151, 496881564, 19, 0, 1
6116, 496887680, 19, 0, 1
6374, 496894054, 64, 5, 1
12991, 496907045, 40, 2, 1
6624, 496913669, 19, 0, 1
6572, 496920241, 28, 0, 1
6116, 496926357, 16, 0, 1
12242, 496938599, 41, 0, 1
6116, 496944715, 15, 0, 1
6102, 496950817, 27, 0, 1
6105, 496956922, 31, 1, 1
12210, 496969132, 41, 0, 1
6116, 496975248, 17, 0, 1
6111, 496981359, 23, 0, 1
6116, 496987475, 17, 0, 1
12231, 496999706, 33, 0, 1
6097, 497005803, 25, 0, 1
6116, 497011919, 21, 0, 1
6116, 497018035, 17, 0, 1
12248, 497030283, 49, 0, 1
6105, 497036388, 31, 0, 1
6126, 497042514, 41, 0, 1
6116, 497048630, 17, 0, 1
12140, 497060770, 43, 0, 1
6116, 497066886, 18, 0, 1
6098, 497072984, 20, 0, 1
6102, 497079086, 27, 0, 1
12224, 497091310, 52, 0, 1
6119, 497097429, 35, 0, 1
6116, 497103545, 21, 0, 1
5658, 497109203, 13, 0, 1
12242, 497121445, 36, 0, 1
6122, 497127567, 29, 0, 1
5656, 497133223, 21, 0, 1
5652, 497138875, 15, 0, 1
11831, 497150706, 41, 1, 1
6138, 497156844, 16, 0, 1
5631, 497162475, 21, 0, 1
5658, 497168133, 13, 0, 1
11803, 497179936, 42, 0, 1
6120, 497186056, 18, 0, 1
5658, 497191714, 12, 0, 1
5658, 497197372, 10, 0, 1
11802, 497209174, 40, 0, 1
6138, 497215312, 17, 0, 1
5634, 497220946, 17, 0, 1
5651, 497226597, 20, 0, 1
13208, 497239805, 65, 25, 1
6138, 497245943, 19, 0, 1
5658, 497251601, 12, 0, 1
5662, 497257263, 26, 0, 1
11817, 497269080, 46, 0, 1
6151, 497275231, 14, 0, 1
5661, 497280892, 34, 0, 1
5658, 497286550, 12, 0, 1
11793, 497298343, 33, 0, 1
6120, 497304463, 23, 0, 1
5645, 497310108, 19, 0, 1
5657, 497315765, 29, 0, 1
11831, 497327596, 23, 0, 1
6138, 497333734, 19, 0, 1
5658, 497339392, 18, 0, 1
5652, 497345044, 16, 0, 1
11804, 497356848, 32, 0, 1
6145, 497362993, 19, 0, 1
5644, 497368637, 20, 0, 1
5657, 497374294, 18, 0, 1
11817, 497386111, 31, 0, 1
6138, 497392249, 16, 0, 1
