16, 1, 4360287, 872057.200
8, 4360288, 19125670, 2953076.400
3, 19125671, 116647133, 3900858.480
7, 116647134, 135436361, 3757845.400
3, 135436362, 194030172, 3906254.000
7, 194030173, 213697429, 3933451.200
3, 213697430, 252759692, 3906226.200
7, 252759693, 271331602, 3714381.800
3, 271331603, 291060163, 3945712.000
7, 291060164, 309931544, 3774276.000
3, 309931545, 329694744, 3952639.800
7, 329694745, 349435879, 3948226.800
3, 349435880, 388845656, 3940977.600
7, 388845657, 408630368, 3956942.200
3, 408630369, 448109483, 3947911.400
7, 448109484, 485500220, 3739073.600
12, 485500221, 495777735, 2055502.800
1, 495777736, 498629606, 1834.000
5, 498629607, 499503761, 174830.800
1, 499503762, 499564370, 1731.657
